,gene,log2FoldChange,pvalue,mean_NAFL,mean_NASH,t_statistic,padj
4464,PAPLN,0.8010450395930886,0.0006795476844660619,29.235294117647058,51.680851063829785,3.517011882946881,0.002203741407533293
5467,KIF22,-0.25469917694802546,0.0006794916948165206,272.03921568627453,227.85106382978722,-3.532790756515343,0.002203741407533293
11073,RBM47,0.22882549553047823,0.0006800962345028709,667.6470588235294,782.5744680851063,3.5257045355643637,0.002205056497861359
7024,TCF3,0.23137902183865178,0.0006805133972988596,156.5686274509804,183.9787234042553,3.5137638917205307,0.0022059451316561226
2349,USP47,0.20218057843284548,0.0006826713882434342,794.3137254901961,913.9574468085107,3.5380036654767104,0.0022120734159032152
12496,SYNGAP1,0.3455362926462487,0.0006826908810318154,49.92156862745098,63.702127659574465,3.5125690098299955,0.0022120734159032152
8226,CEBPZ,0.22250186205995467,0.0006829432793995022,317.1764705882353,370.2340425531915,3.513937080125316,0.002212426253099837
12198,GFPT2,0.7027989910150145,0.0006832134168244164,4.607843137254902,8.127659574468085,3.5533581925277704,0.0022128363964668126
256,LDLRAP1,0.2361384924733417,0.000684068725535639,333.7647058823529,393.29787234042556,3.5140786403510123,0.002214676090210614
3050,CHEK1,0.4126432421821314,0.0006840377030385024,23.215686274509803,31.23404255319149,3.5302458110519903,0.002214676090210614
2174,CTBP2,0.2837109737274945,0.0006857367802020432,85.25490196078431,104.0,3.5108619619989496,0.0022196082462979257
1220,FASLG,0.6074019682224582,0.0006858954976499624,9.72549019607843,15.340425531914894,3.5691981943017237,0.0022196082462979257
1117,LY9,0.5468254349552977,0.0006860240833890909,15.647058823529411,23.319148936170212,3.5359362865551356,0.0022196082462979257
227,E2F2,1.1446781025124995,0.0006867025115793248,3.176470588235294,8.23404255319149,3.6060362378758395,0.002221337100507438
4124,EFNB2,0.3462565465423163,0.0006869263912771164,104.03921568627452,132.53191489361703,3.509452790160665,0.002221595169775394
11150,GC,0.1663357263630656,0.0006874952893112312,58252.07843137255,65370.87234042553,3.5225965971099527,0.002222968723848836
13475,TFR2,0.20826785417213023,0.0006877811540220711,10183.254901960785,11764.872340425532,3.512683212895277,0.0022234267250069765
6675,SOCS3,1.0513921291062431,0.0006898968761525046,25.137254901960784,53.170212765957444,3.6027233027874086,0.002229798771413661
8730,SSB,0.226507184114402,0.0006901797638594907,377.45098039215685,441.78723404255317,3.508621150764304,0.00223004670403074
6879,SETBP1,0.31933394206379434,0.0006902628832869359,125.23529411764706,156.51063829787233,3.5124800638015956,0.00223004670403074
674,BCL10,0.22619630284464284,0.0006905875324527001,78.68627450980392,92.2127659574468,3.50796313105714,0.002230628113937414
13521,SRPK2,0.2353999085990322,0.0006916079100420921,198.07843137254903,233.36170212765958,3.5248903159189804,0.0022327121643584587
8871,NRP2,0.3606175476732753,0.0006916672048372575,241.86274509803923,310.82978723404256,3.508077280901625,0.0022327121643584587
14231,PUF60,0.17999639811304907,0.0006914199496105157,694.1960784313726,786.5744680851063,3.519802960678684,0.0022327121643584587
11708,BDP1,0.2798770449981511,0.0006920215228324751,293.6078431372549,356.6808510638298,3.517891442173887,0.0022333882808265163
13766,MCPH1,0.23771828237969,0.0006936178262149954,86.80392156862744,102.53191489361703,3.518291732897409,0.002237702424016258
3836,HIP1R,0.24469127290697185,0.0006936485622607314,253.50980392156862,300.5531914893617,3.5079209446401656,0.002237702424016258
10112,EOMES,0.4456180774422726,0.000694836649707327,28.901960784313726,39.723404255319146,3.514472298182869,0.002241066240279887
856,MAN1A2,0.30469466573642984,0.0006961336384241214,542.0784313725491,669.7872340425532,3.5186211381078754,0.0022447798166878646
13969,TOX,0.5926761767928727,0.0006967533879429656,8.96078431372549,14.02127659574468,3.5242285286815513,0.002245838800317102
12555,NFYA,0.2427942430174336,0.0006966717280248012,237.6078431372549,281.3404255319149,3.5314470018662303,0.002245838800317102
13181,ANLN,1.1133768421031582,0.0006976228111022086,8.529411764705882,19.617021276595743,3.5710302111129577,0.0022477013330747648
11729,COL4A3BP,0.22174296218933337,0.0006975280748749922,471.6078431372549,550.1276595744681,3.517906894790137,0.0022477013330747648
22,CPSF3L,0.1723800971183179,0.0006982976277635565,359.80392156862746,405.59574468085106,3.5104512829865366,0.002249339020317646
2168,OAT,-0.47368652344662937,0.0006984229026568445,1531.0392156862745,1102.2553191489362,-3.5134844187515077,0.002249339020317646
10177,SS18L2,-0.24784347519290278,0.0006990077647164849,123.88235294117646,104.17021276595744,-3.5064970598778458,0.0022498126740363358
8956,ACSL3,0.2714358588004339,0.0006988903262519447,526.8039215686274,636.063829787234,3.513679667693618,0.0022498126740363358
1254,CEP350,0.26841571493591465,0.0006987995562354113,442.2549019607843,532.8936170212766,3.518102739270642,0.0022498126740363358
2671,SIPA1,0.23513309631832224,0.0006998701291457674,284.6666666666667,335.2340425531915,3.507300338735178,0.0022521180924734495
6714,TSPAN10,0.45707218827633833,0.0007004218821759243,8.098039215686274,11.48936170212766,3.504596623581769,0.002253423238210815
15173,CHM,0.2578746937140324,0.0007015977173695147,190.58823529411765,228.08510638297872,3.521659533105228,0.0022567352407022344
6126,NATD1,0.21531637679443527,0.000702444613551414,211.05882352941177,245.19148936170214,3.5111035865199436,0.00225898802818568
665,PRKACB,0.2398129490380667,0.0007035951737980639,379.4901960784314,448.29787234042556,3.5054281239555487,0.002261475339552419
6948,CD226,0.5923256732342281,0.0007036581179109395,29.41176470588235,44.851063829787236,3.5432744267749627,0.002261475339552419
2324,AKIP1,0.20222012774829495,0.0007034640853796456,74.19607843137256,85.51063829787235,3.5022802160049493,0.002261475339552419
9533,ITSN1,0.23116813203001965,0.0007042782822800592,510.52941176470586,599.4255319148937,3.5132414026373753,0.0022629967231995985
10479,TRAT1,0.7166312641945838,0.0007045809894430687,5.784313725490196,10.148936170212766,3.524584653378419,0.00226349762747318
5578,CES1,0.2564091567222088,0.0007047837566706822,30727.823529411766,36704.63829787234,3.501178566998956,0.0022636773284566473
2027,GOT1,0.26938452122610573,0.0007087947789365682,1963.6666666666667,2367.0,3.5006395976004847,0.0022760860460039724
999,JTB,-0.22824358425569882,0.0007092705774423213,1072.6078431372548,915.5106382978723,-3.5306270869737193,0.002277139627744329
2910,GUCY1A2,0.3373698540294773,0.0007098798197907409,79.6470588235294,100.8936170212766,3.4993165086101636,0.002278411414619395
12597,ABCC10,0.3257098856261855,0.0007099622777344214,49.35294117647059,62.1063829787234,3.50170238522578,0.002278411414619395
3867,LINC00939,-0.6381874396880326,0.0007103329449936309,23.901960784313726,15.0,-3.515391353859773,0.0022791265375581285
1884,CHCHD1,-0.2405763189746294,0.0007105409402994569,228.07843137254903,192.89361702127658,-3.5042116354397255,0.002279319533207808
6618,NUP85,0.20999179674664492,0.0007112299788799938,195.49019607843138,226.27659574468086,3.501684998643295,0.0022810552495096453
1392,IL10,0.6015519352457551,0.0007120793343627018,3.7254901960784315,6.170212765957447,3.5206671346660974,0.002283304304881401
9167,LINC00493,-0.2629788132505266,0.0007125183265229987,226.35294117647058,188.46808510638297,-3.5242109955580556,0.0022842368558962513
3912,SKA3,0.9116448805135146,0.0007128353564991774,3.196078431372549,6.8936170212765955,3.570459439048982,0.0022847781062677376
6022,C17orf59,0.2767635781937137,0.0007133155756163391,58.09803921568628,70.59574468085107,3.502702004301131,0.0022858420763411137
1927,GRID1,1.1521565634777344,0.0007142568391894261,25.470588235294116,57.829787234042556,3.5386823738932307,0.0022883827285501627
15312,FAM127A,0.2664179070799365,0.0007146582774868193,134.7450980392157,162.27659574468086,3.5008391503612413,0.0022887176285862677
8588,DPP10,0.6935211774270038,0.000714524367628594,3.0784313725490198,5.595744680851064,3.5292538596160306,0.0022887176285862677
8960,MRPL44,0.17720004157024394,0.0007154674784573906,333.6862745098039,377.4255319148936,3.503637010915246,0.00229083325345329
13987,C8orf46,-0.46571860103601753,0.0007179357383383554,69.31372549019608,49.91489361702128,-3.4961304434501472,0.0022982589862878787
14455,MAMDC2,0.8631014076785513,0.0007188712863312233,5.117647058823529,10.127659574468085,3.525899059789706,0.0023007761306556925
14365,UBAP1,0.19141089633790673,0.0007197560606673952,533.4117647058823,609.2340425531914,3.5045750467049657,0.002303129760753265
10626,TF,0.21185284433122673,0.0007200560034186766,161440.5294117647,186976.48936170212,3.4991991700675227,0.0023036114141327534
3636,FGD6,0.29158307206401846,0.000720221686882978,126.31372549019608,154.82978723404256,3.496539901758268,0.002303663432920098
12092,CLINT1,0.21417861947176242,0.0007219028948406845,1301.3725490196077,1509.8085106382978,3.536869300105939,0.0023085619020449767
4732,SPRED1,0.28818972400586046,0.0007233177060922229,160.45098039215685,196.14893617021278,3.4937774650257944,0.002312606610291124
5617,KIFC3,0.28070341677989025,0.000723624271173808,240.50980392156862,292.3829787234043,3.4945529237557684,0.0023131070679424837
10363,DCP1A,0.23742917572845687,0.000728104028546497,144.19607843137254,170.17021276595744,3.5057489941673863,0.002326944404664458
1557,FH,0.19921613129024898,0.0007288654983643465,1991.5686274509803,2286.6170212765956,3.4935574806664884,0.002328895210006866
6223,CCL18,0.8000961923699292,0.0007294131743931972,10.803921568627452,19.5531914893617,3.512232925661262,0.002330162227438856
1892,KAT6B,0.2451965949585372,0.0007299361153395334,185.7450980392157,220.3404255319149,3.5092960696179754,0.0023313497182907783
110,KIF1B,0.24030023280072324,0.0007310707568540282,664.5294117647059,785.1489361702128,3.506261772208406,0.0023344900286699573
13056,WIPI2,0.16468504927842303,0.0007312392079513588,585.9411764705883,656.9148936170212,3.4950384806119463,0.0023345443920037476
10617,ACPP,0.6834336661480833,0.0007315161376548984,2.4313725490196076,4.51063829787234,3.520262368987198,0.0023349449884524985
13794,DLC1,0.2427900887843821,0.000732284954269484,501.37254901960785,593.4468085106383,3.4976880610390575,0.002336915160416608
13314,LAT2,0.28130606278975334,0.000733695566596216,68.29411764705883,83.2127659574468,3.503606374939296,0.0023406647739568367
4880,RFX7,0.2732025107648718,0.0007337635631143148,150.23529411764707,181.7659574468085,3.5079732349970048,0.0023406647739568367
14259,PPP1R16A,-0.21351016156139715,0.0007343345654021686,543.6470588235294,468.72340425531917,-3.506634801562346,0.002341035577723019
4325,RPS29,-0.32603547361763496,0.0007343353475947668,1773.3529411764705,1414.4468085106382,-3.53579959932736,0.002341035577723019
1678,ARL5B,0.32616352823492467,0.0007343227940373055,168.76470588235293,211.82978723404256,3.492659342687013,0.002341035577723019
10793,LAMP3,0.726233379081351,0.0007347163912004007,11.372549019607844,19.46808510638298,3.544365867766272,0.0023417660953352444
2645,NAALADL1,0.416474824070977,0.0007354309968521319,10.509803921568627,14.361702127659575,3.488696974446616,0.0023435592555744763
3451,ITGA7,0.3469981676430605,0.0007401587177992318,84.76470588235294,108.08510638297872,3.487460817869761,0.0023581374152326423
1530,PCNXL2,0.8035534295498381,0.0007425395798544494,7.764705882352941,14.297872340425531,3.520046212856686,0.002365234029466125
10613,NEK11,0.4953479782972124,0.0007437255098959985,9.882352941176471,14.340425531914894,3.497680696639703,0.002368522244591326
10174,TRAK1,0.22173485002372725,0.0007442365807884799,237.68627450980392,277.3404255319149,3.493751981001519,0.0023696603399454763
2719,CLCF1,0.6316917257906174,0.0007451390622918786,2.9411764705882355,5.1063829787234045,3.5063050569022756,0.0023715542781490282
6798,VAPA,0.1588185975543825,0.0007450104043786034,853.7058823529412,953.1702127659574,3.4916274911867,0.0023715542781490282
11005,CC2D2A,0.3299719166252869,0.0007455215730273773,39.72549019607843,50.191489361702125,3.486071362914253,0.0023722819590016667
8837,SPATS2L,0.21633644885069242,0.000746372922943448,1264.9411764705883,1469.7446808510638,3.487232988132987,0.002374500898270561
9656,DGCR5,0.4070032900238662,0.0007506166703714149,180.64705882352942,239.85106382978722,3.5059657955953383,0.0023871088681277704
3861,SCARB1,0.22085631867671054,0.0007507089595522573,2382.5882352941176,2776.8936170212764,3.4835284777874325,0.0023871088681277704
2535,MS4A7,0.3895446762583296,0.0007508004736039151,416.8235294117647,546.3404255319149,3.497905831678609,0.0023871088681277704
12392,TUBB,0.2428402343235615,0.0007520897424340576,3112.0588235294117,3682.744680851064,3.484240822129982,0.002390714960640385
10020,SRGAP3,0.337581101518619,0.0007536956550870044,32.6078431372549,41.46808510638298,3.483218674475596,0.002395325894552947
8755,CHN1,0.4721375599557132,0.0007550199747516061,11.96078431372549,16.97872340425532,3.5054842405543907,0.0023990401794611524
8649,DARS,0.1980136222016395,0.0007559374196170588,449.84313725490193,516.1702127659574,3.497321734774769,0.002401460374662311
3022,SORL1,0.30360778016752427,0.0007624997125142436,3262.529411764706,4026.936170212766,3.4814116217240274,0.0024218084194132868
13309,CLDN4,0.9299563605202115,0.0007635891004233567,8.313725490196079,16.74468085106383,3.5188237015528823,0.0024247689312516764
9086,SIRPB1,0.7490825392857774,0.000765352608182275,18.647058823529413,32.02127659574468,3.532856044999065,0.002429868443234377
13938,HGSNAT,0.2114032826627877,0.0007660830219558361,652.156862745098,755.2340425531914,3.5028810482224357,0.0024316866274435097
3899,ZNF268,0.21300012402323895,0.0007669359165009892,281.0980392156863,325.97872340425533,3.478012405881165,0.0024338927593033654
13792,LONRF1,0.24777364238532465,0.0007675333022969422,137.35294117647058,163.27659574468086,3.475387282749638,0.002434285316089685
11674,RGS7BP,0.55908620903539,0.00076751848934259,18.784313725490197,28.148936170212767,3.491722953470674,0.002434285316089685
2020,GOLGA7B,0.6572446825784435,0.0007672839875283498,5.098039215686274,8.617021276595745,3.510006519151353,0.002434285316089685
3956,BRCA2,0.5753986062192591,0.0007692946205426406,19.647058823529413,29.76595744680851,3.4802877793931084,0.0024388680166370327
1543,TBCE,0.23672052225462734,0.0007692026934238034,95.33333333333333,112.51063829787235,3.475447201219911,0.0024388680166370327
11916,JADE2,0.2676170377401131,0.0007700025743284809,165.86274509803923,199.87234042553192,3.4776791824942737,0.0024406105444946934
5077,HDGFRP3,0.42813211829861614,0.0007714212005494292,19.50980392156863,26.595744680851062,3.477334140833343,0.002444604449922004
14526,IPPK,0.29813092059862023,0.000775019318932377,34.94117647058823,43.191489361702125,3.4741443043731524,0.0024555020221908048
72,KCNAB2,0.7589006664312345,0.0007757194544110684,145.0392156862745,246.12765957446808,3.4781905247792397,0.002457215292511905
13628,CHRM2,0.5531172094800855,0.0007795069898486333,8.019607843137255,12.23404255319149,3.4771186376805567,0.0024687056825177444
2323,ST5,0.20616083211996275,0.0007800877141078913,354.29411764705884,408.8723404255319,3.499504326565217,0.0024700374385708272
7349,AP1M1,0.21524441712235876,0.0007814292579614803,487.72549019607845,566.3617021276596,3.474629621365292,0.002473777180696539
12118,KCNMB1,0.5838109547979273,0.0007820291790313166,5.2745098039215685,8.404255319148936,3.490798451073471,0.002475168107806571
7729,ERCC2,0.2043724474513526,0.0007824345010720626,121.11764705882354,139.70212765957447,3.476466211186904,0.0024759426730353016
5850,DEF8,0.21622401438568434,0.0007863526313100441,248.76470588235293,289.1489361702128,3.4735015271478784,0.0024878306006375847
4985,ADPGK,0.20892742799022299,0.0007868453771219403,232.15686274509804,268.48936170212767,3.4707545962096593,0.0024888787811015497
6132,KSR1,0.35404863201296655,0.0007883376706272088,32.1764705882353,41.40425531914894,3.4727852825441947,0.0024930875626789084
11171,SDAD1,0.20143012514791817,0.0007903771111498995,253.07843137254903,291.1489361702128,3.4727671423874047,0.0024990245944622644
3505,LRP1,0.28277171527703504,0.0007908368643634024,5091.196078431372,6193.808510638298,3.469012135618861,0.0024999655398586377
11331,KIAA1109,0.264383597238549,0.0007910460864727441,1031.686274509804,1239.3829787234042,3.4752655907155923,0.002500114291748728
4617,DIO3OS,-1.0634038243762884,0.0007939281025138395,4.647058823529412,1.702127659574468,-3.5100182964354962,0.0025087086608845794
12682,MB21D1,0.518374419877587,0.0007944763443251114,7.333333333333333,10.936170212765957,3.490148517479822,0.0025097403223293987
8400,C2orf81,0.5428977175249446,0.0007945801721015628,3.9215686274509802,6.170212765957447,3.4770001127024424,0.0025097403223293987
13498,CUX1,0.1862011409154409,0.0007947633653144515,620.843137254902,706.5106382978723,3.471903268749501,0.002509804752776096
14282,SMARCA2,0.25581625456127866,0.0007952704757697421,1019.4117647058823,1217.3829787234042,3.4778046730828662,0.0025108918543809366
13808,LOC101929066,-0.40476993308164777,0.0007967741591749298,10.098039215686274,7.382978723404255,-3.465278753209499,0.0025148315131932313
2310,GVINP1,0.41302571669473226,0.0007968445185152063,77.58823529411765,103.63829787234043,3.465975595351381,0.0025148315131932313
2767,IL18BP,0.5794992060939462,0.0007972299180685843,51.98039215686274,78.17021276595744,3.542324912731969,0.0025155328790141965
10693,COMMD2,0.2237755581161981,0.0007977434145074982,177.07843137254903,206.95744680851064,3.4699585663429557,0.0025166380645512787
3812,P2RX7,0.3908549847002742,0.0007986785659163721,80.41176470588235,105.74468085106383,3.4655027859618186,0.0025190384728750077
3009,RNF26,0.19328093309465474,0.0007988311016336455,253.5686274509804,290.06382978723406,3.4767400225292024,0.0025190384728750077
8664,KIF5C,0.7258542272426802,0.0007990559210629217,4.2745098039215685,7.723404255319149,3.4803689964996454,0.002519232133952365
9805,EIF4ENIF1,0.20506652406029105,0.0007992272992570127,127.66666666666667,147.31914893617022,3.476752150588031,0.0025192572628594083
12398,CCHCR1,0.23757839052821994,0.0008011232970031605,93.25490196078431,110.12765957446808,3.471233854895821,0.0025247174713609413
14294,JAK2,0.3219826589314923,0.0008028974073037396,107.09803921568627,134.12765957446808,3.464748353567295,0.0025297914016762213
3410,KRT80,1.1904051162445033,0.0008070876487972649,1.4705882352941178,4.638297872340425,3.5292240797897443,0.002542474516041568
15386,IKBKG,0.2765026145600709,0.0008097541784474685,185.37254901960785,224.74468085106383,3.459993299695636,0.0025503534564095243
5143,ARRDC4,0.4093547780514485,0.0008104778388410635,328.5882352941176,436.72340425531917,3.460094284712006,0.0025521112829682752
6764,COLEC12,0.9059978471181512,0.0008107538409414255,3.450980392156863,7.340425531914893,3.506930919494893,0.0025524590495801425
11731,POC5,0.2858478788706486,0.0008140998310070545,26.941176470588236,33.06382978723404,3.458420700662306,0.0025621559280003046
14739,SLC27A4,0.2701374411011273,0.0008141663028652456,245.90196078431373,296.74468085106383,3.45751203404023,0.0025621559280003046
11115,CEP135,0.3524629899539117,0.0008166260552057086,25.313725490196077,32.59574468085106,3.4577489143313533,0.002568847968395513
3059,TIRAP,0.23344003748772205,0.0008166100522324933,119.56862745098039,140.74468085106383,3.467754461219497,0.002568847968395513
12877,PDE7B,0.38970938109542186,0.0008181273827139458,95.25490196078431,125.1063829787234,3.459672078050619,0.0025730456669320486
13042,CHST12,0.2729938786076679,0.000818587856296706,42.0,50.95744680851064,3.45989539923746,0.002573968790643752
2777,ARAP1,0.22419974442710822,0.0008202152350185562,903.3921568627451,1055.4468085106382,3.4615801702563136,0.002578560007806093
8536,TMEM182,0.507306572873271,0.0008214410323292358,14.627450980392156,21.21276595744681,3.4840951085472076,0.0025813973005899484
4409,PPP2R5E,0.24539477190866643,0.0008214526274044423,210.47058823529412,249.68085106382978,3.4691570989020577,0.0025813973005899484
1014,PBXIP1,0.1959668701850719,0.0008220861013795133,522.9411764705883,599.1702127659574,3.4549447225124785,0.002582861509062147
9148,ISM1,0.4563828106825178,0.0008227104192343973,109.68627450980392,150.87234042553192,3.4544157902625443,0.002584296359685555
921,OTUD7B,0.23074324411760586,0.0008249646094327788,262.5098039215686,308.21276595744683,3.463180992669818,0.0025908493346150237
1716,MTPAP,0.1773049975636828,0.000825772034009721,130.86274509803923,148.10638297872342,3.463063146341573,0.002592856914119729
3362,PRKAG1,0.1939076364855145,0.0008273631005980763,360.7843137254902,412.82978723404256,3.4580126796820636,0.002597323747082171
802,CEPT1,0.2136014756874004,0.0008296593714283344,388.11764705882354,450.21276595744683,3.4554859221847156,0.002604002143589298
10063,IQSEC1,0.22819873976637772,0.0008298789215393955,1580.9607843137255,1852.063829787234,3.468399966552232,0.002604161069280045
12475,BRD2,0.20385924886779788,0.0008301400295399059,1603.6274509803923,1847.1702127659576,3.47027813056145,0.002604450312457617
14618,UGCG,0.25941120490024955,0.0008310786826414354,307.45098039215685,368.21276595744683,3.468110400698762,0.0026068647101287912
6727,ANAPC11,-0.24803348388185806,0.0008335472478262651,396.2352941176471,333.48936170212767,-3.4733780677562582,0.002614076061785502
9827,APOL1,0.24778732185280117,0.000833994095360199,2728.725490196078,3240.2340425531916,3.4502292989243033,0.002614945488746835
8549,SULT1C4,0.5098097997636792,0.0008341848939727803,10.745098039215685,15.72340425531915,3.4551269185570135,0.00261501189718958
14326,ACER2,0.35462000393592774,0.0008349691343875708,25.823529411764707,33.297872340425535,3.4500203773446745,0.002616938228268587
9979,ALG12,0.19906075543303817,0.000835800018320372,218.72549019607843,251.2340425531915,3.4524532588119827,0.002618477724536715
3127,TNFRSF1A,0.19971742852328583,0.0008357770379204702,991.5294117647059,1138.8936170212767,3.4499021230591858,0.002618477724536715
3458,DNAJC14,0.20252492251660312,0.0008384750418739989,297.37254901960785,342.3404255319149,3.467816922844051,0.0026263246079990736
9850,SH3BP1,0.40073365058985977,0.0008389278922837022,30.58823529411765,40.702127659574465,3.4590132325603573,0.002627209286073093
9821,APOL6,0.2872656960117204,0.0008425148152758958,2072.392156862745,2529.2127659574467,3.452468881811631,0.002637906358064274
11767,ZCCHC9,-0.2241446400225314,0.0008433366382141792,228.76470588235293,195.70212765957447,-3.4805644987611264,0.0026399433403752285
1698,APBB1IP,0.3890135222874025,0.0008444118305055276,225.33333333333334,295.3829787234043,3.4518145688087767,0.0026427724707478112
13576,ZNF800,0.26384206956471384,0.0008453406160191031,143.15686274509804,172.08510638297872,3.4514531413968896,0.002645142333502438
1831,SRGN,0.4418797729441399,0.00084607929299794,349.1372549019608,474.6170212765957,3.477547106403793,0.0026469164894783364
7289,MAST1,-0.6372496344404327,0.0008466790539141766,7.901960784313726,4.723404255319149,-3.458046170566169,0.0026482554218289433
5839,CHMP1A,0.19750863256632137,0.0008471890386654876,358.15686274509807,410.8510638297872,3.446118089891272,0.0026493130647273475
908,BCL9,0.2769460846876237,0.0008477634056983944,89.13725490196079,108.2127659574468,3.4539083229181284,0.002649709357350453
4792,TMEM62,0.19966449092010344,0.0008480032411731942,130.37254901960785,149.87234042553192,3.4503117931504788,0.002649709357350453
425,BMP8B,0.8070099860031482,0.0008479184430227874,5.980392156862745,11.212765957446809,3.4980790459317577,0.002649709357350453
5528,PYCARD,0.3922460955225685,0.0008478299120674586,29.137254901960784,38.5531914893617,3.4751521568650316,0.002649709357350453
2232,CDHR5,0.25195437100248663,0.0008502451246553426,2953.4117647058824,3517.1702127659573,3.445872956795415,0.002656176106750034
2317,CYB5R2,0.3869043730029255,0.0008556049864980876,39.549019607843135,52.02127659574468,3.4430647961078207,0.0026723788648381312
9230,CHMP4B,0.17608018838441986,0.0008583499968768748,422.11764705882354,477.0425531914894,3.441511981411207,0.0026804095405814827
10892,RNF168,0.22677086184702225,0.0008597781793624836,144.0,168.68085106382978,3.445496612469105,0.0026843256766365753
5973,DLG4,0.3027773149552729,0.0008600052695217613,45.01960784313726,55.765957446808514,3.443624482163866,0.002684491038715731
4804,PDIA3,0.25768983385962785,0.0008602763800488567,3593.372549019608,4296.297872340426,3.441829648533507,0.0026847937148204905
3481,COQ10A,-0.27784607634018316,0.0008616041623628648,289.3529411764706,238.48936170212767,-3.440569750805356,0.0026883933153507966
9410,RAB22A,0.19855302990420412,0.0008634093511428981,312.4901960784314,358.74468085106383,3.4422262911146557,0.0026934807702488992
13796,TUSC3,0.5133154761419397,0.0008637156248149341,56.88235294117647,81.61702127659575,3.453169547005965,0.0026938911162799595
609,CACHD1,0.36745038036533034,0.000864223518686233,50.1764705882353,65.02127659574468,3.4396485382590165,0.0026949300136702376
5764,TERF2IP,0.17363003788455222,0.000864599655549323,370.96078431372547,418.531914893617,3.446456002341896,0.002695557712761155
3111,TEAD4,0.42085485165122355,0.0008651631747836489,10.745098039215685,14.72340425531915,3.452604366721161,0.0026966974289205216
14678,PDCL,0.22479946794221184,0.000865315053568776,83.58823529411765,97.85106382978724,3.4460714425022996,0.0026966974289205216
11189,LINC01094,0.512828047370944,0.0008662506715135052,5.03921568627451,7.617021276595745,3.440994922567411,0.0026990676238326013
8501,ZAP70,0.4257171180747565,0.0008679906096915663,35.01960784313726,47.38297872340426,3.4480385889458613,0.002703942459004825
7501,FXYD1,-0.24091771424523847,0.0008683663454624761,1680.6470588235295,1422.0212765957447,-3.451810340092648,0.002704388826253483
4357,ERO1A,0.20720981191116433,0.0008684847297646102,602.1960784313726,695.3617021276596,3.438468376080146,0.002704388826253483
12057,NDST1,0.22154898874010434,0.0008724392670421296,2133.8039215686276,2488.148936170213,3.4599383117902183,0.002716154317445176
2511,CLP1,0.22937870381888692,0.0008731279646643774,74.86274509803921,87.93617021276596,3.4362654401274746,0.002717749612604625
4830,SQRDL,0.18492912405111434,0.0008767923332036068,535.7058823529412,609.1063829787234,3.4350896377141225,0.0027286046429148172
3545,TBK1,0.2242590359229471,0.000877779785267852,257.4313725490196,300.8936170212766,3.4383297101605574,0.0027311263268364225
12266,ELOVL2,0.419781992545882,0.000880039030264632,748.5098039215686,1001.6382978723404,3.439618684068656,0.0027372604914511836
3025,CRTAM,0.655102248983718,0.0008801063926914131,7.03921568627451,11.659574468085106,3.46986772056706,0.0027372604914511836
3587,ATXN7L3B,0.18474896868658414,0.0008803224659094134,821.3529411764706,933.7021276595744,3.4487655496143432,0.002737380285785685
3654,ANKS1B,1.186929013566804,0.0008819261161190363,4.196078431372549,10.829787234042554,3.5027708347855793,0.002741813860094209
8228,PRKD3,0.22230614622187156,0.000882817585775783,266.0980392156863,310.59574468085106,3.4543027581796704,0.0027440319999808963
7378,FAM129C,0.8023346645659287,0.0008838814689647696,2.843137254901961,5.702127659574468,3.490492693181427,0.00274678504475506
12005,PCDHGB7,0.401810233820015,0.0008845395406299199,15.764705882352942,21.148936170212767,3.4346648704629836,0.0027482761180756704
8748,ZAK,0.2342909563026179,0.000886097843712465,408.5686274509804,480.78723404255317,3.439947901236513,0.0027525630579317093
9147,SPTLC3,0.33803259375991596,0.000887532864523956,367.27450980392155,464.51063829787233,3.431654811504589,0.0027564653852469438
15076,HUWE1,0.2627152650702886,0.0008880697557431858,1329.6666666666667,1595.4468085106382,3.4513732137508155,0.00275757732614153
11808,RIOK2,0.21190677980585987,0.0008889530676638845,142.47058823529412,165.17021276595744,3.4403179983255288,0.0027597642859794823
8930,TTLL4,0.2845764627561096,0.0008893822633314667,101.74509803921569,124.14893617021276,3.4397622829489043,0.0027605408403022394
1408,PLXNA2,0.317152091458462,0.0008896365308308705,133.33333333333334,166.36170212765958,3.4318886718704964,0.0027607742342631906
2135,PDZD8,0.26926343061909475,0.0008904134804428376,553.9215686274509,667.7872340425532,3.4373479452195608,0.002762629226803628
12273,HIVEP1,0.29535824201909994,0.0008916778831171424,198.31372549019608,243.59574468085106,3.444157252384138,0.0027659955581523102
2891,ARHGAP42,0.2758591353161082,0.0008924050117740947,207.68627450980392,251.6595744680851,3.4393069435988752,0.0027676942398956383
10821,EHHADH,0.2334957831516184,0.0008929754194126101,5998.098039215686,7052.021276595745,3.438648989842317,0.002768906283403904
692,GBP4,0.5082987638676136,0.0008936074697994685,416.05882352941177,592.2127659574468,3.4902283151858997,0.002770308940659241
6772,SMCHD1,0.2665266281276076,0.0008939170126895296,351.19607843137254,422.6595744680851,3.4407209757743873,0.0027707114162916118
7439,ZNF486,0.4520973391185476,0.0008947917016482556,11.333333333333334,15.872340425531915,3.4288077628708247,0.002772865058152996
11857,DMXL1,0.26487862755925323,0.0008956166475122558,426.2549019607843,512.3617021276596,3.4424355019553103,0.002774863716779833
13948,RB1CC1,0.24521732669047802,0.0008964661068330513,519.843137254902,616.3404255319149,3.437051817493472,0.002776937506338186
